,name,brand,momo,shopee
2271,鴻嘉源k652段12mm肌肉筋膜按摩槍附10顆按摩頭原廠保固超強高w馬達筋膜槍按摩槍肌肉放鬆交換禮物,Other,None,
2278,fujilife富力士skyn衛生套勁點型5入裝輕柔型10入裝柔潤型10入裝,Other,None,Okamoto 岡本
2282,合同酒造名地雞尾酒350ml富良野哈密,Other,None,
2303,蝦皮優惠精選泰山純水5000ml統一h2owater純水5800ml多喝水礦泉水6200ml,Other,None,泰山
2322,富郁床墊4d透氣獨立筒彈簧床墊9cm單人35尺4d咖啡色4d鐵灰色4d白色720顆彈簧,Other,None,YUDA 生活美學家具
2340,醇漾容30包盒專利葡萄籽專利穀胱甘肽專利冰晶番茄白藜蘆醇維生素ce生理調節美極飲美顏飲喝出少女氣色,Other,None,FENGJIE 豐傑生醫
2346,探露客地墊地布防潮墊野餐墊帳篷墊天幕露營盛源地墊300x300,Other,None,
2371,4713264494473愛瑞克x黑沃咖啡聯名內在原力濾掛式咖啡10g10包盒,Other,None,
2376,代收代付含基本安裝和家牌不鏽鋼熱波抽油煙機排油煙機除油煙機ve8880ve888070cmor80cm台灣製造櫻花喜特麗可參考,Other,None,
2421,北緯23度tpu3d單人充氣床墊好勢露營tpu床充氣床北緯充氣床單人床單人氣墊床露營床,Other,None,23N innovation 台灣北緯二十三度
2427,沒有牛燕麥奶膳食纖維配方300ml300ml,Other,None,OATLY 歐特力
2438,maisonbriochin黑牌碧歐馨多功能黑皂液750毫升黑皂液清潔劑法國costco好市多,Other,None,Briochin 碧歐馨
2450,韓國口碑眉粉han妞韓國skinfood巧克力雙色眉粉skinfood眉粉,Other,None,SKINFOOD
2473,寵物批發哥唯潔whimzees天然潔牙骨牙刷型超值包尺寸有xssml,Other,None,WHIMZEES
2482,雲摩爾長支藍香,Other,None,
2500,medicubered抗痘潔面乳120ml舊版紅色包裝,Other,None,MENTHOLATUM 曼秀雷敦
2525,台鹽生技taiyenbeauty高機能無暇水凝乳exspf40ml高活性膠原安瓶水粉底防曬抗uv,Other,None,TAIYEN 台鹽
2564,enchen映趣traveller便利攜帶充電式隨身防水電動刮鬍刀,Other,None,ENCHEN
2593,義士大廚almonature售後不補鮪魚鮮燉罐70克鮪魚雞肉起司24入貓副食罐整箱罐罐,Other,None,
2597,hola8plus酵素淨科技高效洗衣凝露超值組1瓶2補馨香百合,Other,None,HOLA 特力和樂
2626,旺旺生活pv超美味小饅頭320g小饅頭狗餅乾適口性佳狗點心狗零食petvillage寵物零食,Other,None,
2690,solonekt專屬訂製斜角暈染刷he07,Other,None,Qinzhi 琴制
2695,laura1010aaonething護唇膏,Other,None,Melixir
2700,白蘭強效潔淨洗衣粉,Other,None,白蘭
2724,香檸蜜柚冷萃咖啡20220202i3laaidb,Other,None,OKLAO SPECIALTY COFFEE 歐客佬精品咖啡農場
2831,sparklessp健康無膠無穀貓咪主食罐貓罐70g,Other,None,Vi.Chi 維齊
2835,pavillo輕便收納野餐墊露營野餐郊遊聚會草地沙灘環保材質,Other,None,
2860,新雲摩爾xs香菸銀20支,Other,None,
2897,bickfords特濃黑巧克力杏仁奶500ml減醣低碳無麩質,Other,None,
2909,olivia60支100天絲素色三件式枕套床包組solidcolor多色任選雙人,Other,None,
2962,台灣皇珵特級精釀白醬油300ml,Other,None,
3084,focusstorenikedunklowretrogreyfog灰白dd1391103,Other,None,
3139,1272127204shl潔膚濕紙巾30抽,Other,None,
3177,cj韓式辣椒醬,Other,None,CJ CHEILJEDANG
3179,ibeauteza油光bye2清透粧前乳,Other,None,media 媚點
3203,kobaru漂浮螢光筆open小桃,Other,None,Pentel 飛龍
3293,rasasi拉莎斯約旦王與王妃一見傾心定情款romance一見鍾情茉莉沉香百百純精油15ml,Other,None,
3324,bonbonnaturel雪尼爾刺繡宮廷花卉地墊6090cm多種款式可挑選,Other,None,
3327,韓國jmw專業bldc無刷馬達吹風機m5500wtbs黑白兩色款獨家新品,Other,None,JMW
3336,solone指甲油p12記憶迴旋13ml,Other,None,solone
3452,胖胖糖原町燒肉潔牙錠天然手作潔牙適口性佳獎勵點心狗點心狗零食牛肉鮮蔬鮭魚起司雞肉高鈣起司雞肉,Other,None,HAO YI 豪翼寵物
3463,secretcastle秘密城堡玫瑰凝露保濕乳液520ml,Other,None,SECRET CASTLE 秘密城堡
3469,comfort深呼吸珪藻土地墊礫石灰603909cm,Other,None,
3591,代收代付小日常寢居b216100天然極致純棉6x62尺雙人加大床包被套四件組含枕,Other,None,小日常寢居
3626,732562showermate沐浴乳香甜柚120,Other,None,Shower Mate
3680,韓國innisfree無油無慮蜜粉系列礦物控油保濕5g2021年新包裝梨花跑跑妞,Other,None,innisfree 悅詩風吟
3703,麗髮苑flora韓式豔彩補色洗髮精100ml體驗瓶紫紅色渣女色hmc韓國補色洗髮精增豔洗髮精沙龍品牌,Other,None,RENATA 蕾娜塔
3707,即期品lauramercier煥顏凝露20經典款perfecting50ml,Other,None,LAURA MERCIER
3746,韓國klavuuph克拉優平衡潔面卸妝棉100片卸妝保濕清潔現貨,Other,None,KLAVUU
3830,jen秋冬棉加絨床單被套枕套組5款可選,Other,None,MUJI 無印良品
3881,ng福利品媽咪小站有機棉布套不含床墊與枕芯,Other,None,
3916,沒有牛燕麥奶原味300m,Other,None,7-ELEVEN
3924,日本ccpmopet卡哇伊電動掃地機zzmr4展示品,Other,None,CCP
3933,明山玫伊comtimaru愛戀裸香香水沐浴露1000ml202211,Other,None,Maison Francis Kurkdjian
3935,翔仔居家tencel天絲床包被套組cubeberry多款多尺寸任選萊賽爾纖維超取有寄送限制請參閱說明,Other,None,SIANG APATO 翔仔居家
3946,infinlin彩色甲油膠095128冬季系列深透系列碎鑽系列蹦迪膠甲油膠晶采暢貨官方商店,Other,None,
3950,skinrolling新科若林胺基酸洗顏凝膠100ml,Other,None,SKIN ROLLING 新科若林
3982,領券再折88nuk嬰兒洗衣精促銷組1000ml補充包750mlx2悅兒園婦幼生活館單筆滿2000送200點,Other,None,
4072,422airfryeraf13l氣炸烤箱多色可選,Other,None,kolin 歌林
4145,izm逸直美高濃度速效保濕安瓶2ml5入組降99元202204術後可用買6盒加送森田藥粧面膜2片,Other,None,
4150,橫鋼316不銹鋼陶瓷保溫杯750mlhg367,Other,None,
4205,日本osk日本製無印風可微波分隔保鮮盒超值3入組保鮮盒可微波日本製,Other,None,OSK
4244,buttersugar,Other,None,Big Hit Entertainment
4258,現貨萊恩家御天犬豬耳朵小食怪香烤豬耳朵低溫烘烤台灣製造耐咬耐嚼單片裝寵物耐咬狗零食寵物零食,Other,None,御天犬
4290,miffyxmipow米菲104鍵全尺寸無線鍵盤滑鼠套裝組mpc006,Other,None,kt.net 廣鐸
4303,總代理公司貨新品衝評價韓國fflow積雪草化妝水素顏霜安瓶保濕面霜水凝霜小唇膏精油洗面乳去角質,Other,None,FFLOW
4312,xigmatek富鈞xk100有線usb文書遊戲中文鍵盤鍵盤滑鼠組鍵鼠組雷雕隨插即用注音,Other,None,
4349,官方授權免運費附發票moftkeyboard藍芽摺疊鍵盤藍芽鍵盤折疊鍵盤行動辦公中文注音版,Other,None,Logitech
4391,0110211直播限1健麗齊蔓潔雙莓複合益生菌3g30包盒6盒詳細內容如商品描述,Other,None,
4444,入門首選送禮首選限時折扣火星計畫boosterminix按摩槍筋膜槍一年保固售後保證每日出貨情人節,Other,None,kolin 歌林
4491,逐露天下硬漢pvc防潮地墊500g硬漢pvc耐用超防水500克防潮地墊270x270300x300,Other,None,
4523,蒂芬妮亞零油感清透卸妝蜜200ml,Other,None,divinia 蒂芬妮亞
4567,11stbbia魅雅新款cashmere單色羊絨眼影10色單色眼影現貨速寄,Other,None,Bbia
4604,佳斯捷潛水艇生生活水箱53l台灣製造可手提露營外出儲水箱,Other,None,
4609,csmart雙刀頭雙杯超省力食物調理機料理機100ml250ml搗蒜鮮食副食品可用,Other,None,kolin 歌林
4617,celluver瑟路菲韓方養髮香氛洗髮精500ml任選兩款860,Other,None,Celluver
4633,vapipad專用藍牙鍵盤102吋ipad78ipadair3適用,Other,None,HONG JIN 宏晉
4652,蒂芬妮亞零負擔瞬間酷涼防曬噴霧spf50pa70g,Other,None,divinia 蒂芬妮亞
4676,cleanwater濾水壺,Other,None,BRITA
4761,德國百靈braun三鋒系列電鬍刀黑300sb公司貨保固2年買就送旅行盒,Other,None,BRAUN
4767,韓國cj韓式辣椒醬,Other,None,CJ CHEILJEDANG
4804,1975藍莓活菌優酪乳1000ml,Other,None,富自山中
4869,ihomi60支100天絲四件式床包被套組多款任選加大,Other,None,
4921,彩娜野薑花沐浴乳2000ml,Other,None,
4938,288192tw哈哈豆瓣450g,Other,None,
4941,0570126汪限1美島水肌酒粕面膜120g2包詳細內容如商品描述,Other,None,
4960,時時樂限定reddot紅點生活莫蘭迪軟式硅藻土吸水地墊買一送一任選長方形高級灰,Other,None,SENHUSI 森呼吸
4993,check2checknaf36h超防水持久眼線膠筆11口碑好評限定組,Other,None,MERZY
5054,speed快速出貨多功能按摩貼迷你按摩貼頸部按摩器舒緩按摩肩頸按摩放鬆肩頸按摩器頸椎貼脈衝按摩,Other,None,
5062,現貨不用等生物素biotin10000mcg60顆液態膠囊swanson維他命維生素hb7輔酶r,Other,None,SWANSON 斯旺森
5070,韓國brillantereve旋轉眉筆共4色,Other,None,VINA 友娜
5310,現貨整箱吃日清afuri迷你版阿夫利柚子鹽味拉麵1箱15杯柚子拉麵日本泡麵拉麵杯麵nissn,Other,None,
5363,家樂氏玉米片全系列優惠特價早餐脆片麥片玉米片穀片買2包送1贈品,Other,None,Kellogg's
5374,身得壯高抗pt複合益生菌30包盒,Other,None,
5412,claire經典美型20l微電腦平台式微波爐crec200pm網,Other,None,CLAIRE
5486,postoreo巧克力棉花糖麥片250g,Other,None,Post
5527,pocox3pro6gb128gb667吋八核心手機幻影黑,Other,None,
5604,新雲摩爾xs長支香菸藍,Other,None,
5692,合同酒造名地雞尾酒350ml青森蘋果風,Other,None,
5794,wat氣泡雞尾酒330ml檀島凍檸茶,Other,None,
5827,幫寶適一級幫拉拉褲升級增量新版smlxl日本進口日本必買日本樂天熱銷top日本樂天熱銷,Other,None,Pampers 幫寶適
5868,安心保固日本製國際牌esst2tst2s電鬍刀刮鬍刀3刀頭國際電壓電量顯示水洗st2r,Other,None,Panasonic 國際牌
5924,九陽多功能料理鍋line聯名款莎莉熊大k12d63m廠商直送,Other,None,LINE Friends
5939,eucerin伊思妮密集修護護手霜羥基27oz78g,Other,None,Eucerin
5958,dazo適中多支點蜂巢獨立筒床墊免翻面設計床墊蝦幣10倍送,Other,None,dazo 得舒
6007,dc美食台灣現貨韓國binggrae水果牛奶哈密瓜牛奶蜜桃荔枝牛奶香蕉牛奶草莓牛奶韓國水果牛奶,Other,None,
6032,妙而舒瞬吸舒爽紙尿褲箱購加贈10片15片smlxl花王旗艦館,Other,None,Merries 妙而舒
6041,fugubeauty無線溫熱手部按摩器三色情人節溫熱按摩器推薦手部保養穴道按摩氣壓按摩熱敷氣囊,Other,None,
6127,香檸蜜柚冷萃咖啡,Other,None,
6142,arvohome北歐沙發套可拆洗鬆緊帶全包覆沙發套高彈力柔軟舒適沙發套單人雙人三人沙發座椅套素色,Other,None,
6206,科克蘭三層抽取式衛生紙110抽24入,Other,None,KIRKLAND Signature 科克蘭
6229,現貨群聚newtouch凄麵京都背脂酱油味青森魚乾博多濃厚豚骨千葉竹岡拉麵函館鹽味千千推薦泡麵,Other,None,Ottogi
6351,明山玫伊comneatex白麝香絲柔保濕沐浴精500ml1,Other,None,marfena 美菲娜
6402,雲摩爾長支藍單,Other,None,
6434,凱蒂娃娃單色腮紅01粉米色6g,Other,None,Cathy Doll 凱蒂娃娃
6511,毛寶x航海王聯名款最後收藏售完為止pm25洗衣精2200g除霉防蹣天然植萃制臭極淨現貨蝦皮直送,Other,None,
6555,ejnikedaybreak奶油米白燕麥焦糖ck2351101dh1043100,Other,None,QUAKER 桂格
6572,自然零蔓越莓優酪乳,Other,None,Kang Hsuan Educational 康軒文教
6598,753714家樂氏日式水果穀片嚴選果實,Other,None,Weet-Bix
6636,天廚手提型保鮮盒,Other,None,KEYWAY 聯府
6645,伊芮小姐英國金盞花平衡鎖水面膜5入,Other,None,irra 伊芮
6647,代收代付hanpeique涵沛傳明酸靚白精華液15ml小三美日,Other,None,Hanpeique 涵沛
6697,澳洲eaoron蜂膠蜂毒面膜麥蘆卡蜂蜜蜂毒面膜10ml8入面膜泥膜,Other,None,APIVITA
6703,附發票東欣monsa夢娜麗莎咖啡因生薑養髮液125ml無患子咖啡因健髮洗髮露500ml妍選,Other,None,
6750,柯夢脫單icebar,Other,None,Relove
6799,被說愛七彩夜燈香薰加溼器台灣現貨水氧機香薰機水霧香芬機交換禮物生日,Other,None,MI 小米
6813,4531632422244za美白隔離霜02透亮紫35g,Other,None,Za
6841,暢銷排行no4紅包888現折買2送3啟動雙乘代謝夜極薑黃100粒2送夜極薑黃30粒2孅益薑黃30粒1,Other,None,
6867,innisfree濟州石榴活妍美膚眼部精華15ml官方旗艦店悅詩風吟,Other,None,innisfree 悅詩風吟
6909,kobaru漂浮螢光筆lock條碼貓,Other,None,PILOT 百樂
6915,含稅附發票皇家保鮮盒特大k2016密封盒保鮮盒儲物盒水果盒乾貨盒食品盒夢想百貨,Other,None,ROYAL 皇家
6942,pro33d電動牙刷粉色,Other,None,
7013,288193tw哈哈辣豆瓣450g,Other,None,
7038,關健時刻healthymoment漢方食補80克皮毛養護餐1入狗貓副食罐,Other,None,
7069,weetbix澳洲全穀片麥香隨身包5包入10片澳洲早餐第一品牌專品藥局2022062010713,Other,None,Weet-Bix
7073,日本岩谷燒烤串燒防爆爐古銅色,Other,None,Iwatani 岩谷
7082,barebones日式鍛造柴刀japanesenataaxehms2116hms2108,Other,None,BAREBONES
7154,129摩爾藍,Other,None,
7241,bowflex啞鈴組,Other,None,
7251,日本masalia瑪莎利亞使眼色眼部按摩器la4501em,Other,None,
7297,汪汪隊兒童萬毛牙刷3入,Other,None,Lab52 齒妍堂
7298,喵樂鮮味煮廚餐包55g海鮮雙享鮪纖金湯雞皇玉子鯖燉鮮蝦貓罐80g,Other,None,M'DARYN 喵樂
7308,童班同學旅行者兒童雨衣桃紅l,Other,None,DongShen
7313,simpleshopnike長襪運動長襪勾勾長襪襪子三色一組粉色橘粉白色sx6888990,Other,None,NIKE 耐吉
7321,decamaxyv191019吋43dvi液晶螢幕鋼琴黑,Other,None,
7333,蒂芬妮亞高效三合一卸妝水深層型300ml,Other,None,divinia 蒂芬妮亞
7336,歐洲barwa大地滋養髮膜120ml馬尾草,Other,None,
7349,canadadry經典汽水,Other,None,
7374,innisfree香榧鬥荳潔顏泡泡150ml香榧系列官方旗艦店悅詩風吟,Other,None,innisfree 悅詩風吟
7406,博士倫boston博視頓舒潤液10ml硬式隱形眼鏡專用隱形眼鏡藥水角膜塑型片,Other,None,
7412,drlimi超吸水魔力珪藻土地墊大二入組櫻花款,Other,None,
7490,亞培特特級乾狗糧牛肉口味35kg包35kg包,Other,None,
7503,美國熱銷卡通barbie兒童牙線棒36入,Other,None,
7528,威哥寵物吶一口貓肉泥12種口味15g4入貓泥鮪魚基底雞肉基底美味無負擔吶一口肉泥牛磺酸貓零食,Other,None,HAO YI 豪翼寵物
7589,外送費20220201b0pfbart,Other,None,
7619,小銅板超彈力沙發套多款式單人雙人三人四人附贈壓條椅套通用彈性沙發罩,Other,None,coinshop
7637,艾比百貨彩色洗衣膠囊一盒30顆芳香洗衣凝膠球芳香洗衣凝膠洗衣凝珠洗機精洗衣球非pg洗衣膠球,Other,None,P&G 寶僑
7640,過年不打烊訂單滿888折88nike休閒鞋airmoreuptempogs全白大air女布魯克林dh9719100,Other,None,
7666,加拿大鳳梨奶昔ipa啤酒473ml,Other,None,
7712,小扁臉法國皇家貓腸胃道消化道處方飼料腸胃道低卡路里處方飼料gi32gim35gik352kg,Other,None,ROYAL CANIN 法國皇家
7719,派滴兒點眼液10ml,Other,None,LOTTE 樂天
7758,n011812797迪士尼授權史迪奇系列珪藻土吸水地墊60x39x09溫泉史迪奇,Other,None,Disney 迪士尼
7814,歐洲barwa高效舒敏天然皂190g,Other,None,SAVON DE MARSEILLE
7945,愛康超透氣衛生棉量少型19cm9片,Other,None,icon 愛康
7957,pocom4pro5g活力黃6g128g,Other,None,
7967,39摩爾藍8mg,Other,None,
8005,台南下營區農會黑豆蔭油膏420ml,Other,None,龍宏
8045,現貨24h寄出婕凡希公司貨健憶b群糖衣錠b1b2b6b12dhavitc60顆盒,Other,None,
8097,好厝邊只能超取goon日本大王迪士尼系列尿布褲型紙尿布mlxlxxl維尼胡迪米奇,Other,None,GOO.N 大王
8179,雲摩爾長支紅香,Other,None,MOREWIN AQUASCAPING 墨耘水草造景
8184,nov娜芙魔法泡泡潔顏慕斯400ml日本原裝進口敏感性膚質專用中文標公司貨,Other,None,NOV 娜芙
8234,羅技pebblem350懶洋洋貓蟲滑鼠上蓋組居家健身貓蟲,Other,None,Logitech
8242,泰國yoko法式玫瑰精油美甲嫩白護手霜50g,Other,None,
8284,摩爾xs香菸藍,Other,None,
8319,海霸王素食沙茶醬360g愛買,Other,None,享食思維
8322,全省免運法國evian依雲天然水500mlx48瓶共2箱公司貨正貨愛維養,Other,None,evian
8358,悠活原力維生素c鐵口含錠28錠包水蜜桃玫瑰口味粉紅心型錠青春美麗紅潤光采現貨蝦皮直送,Other,None,YOHOPOWER 悠活原力
8373,cindy美妝全現貨colourpop新品到眼影盤sweettalk豹紋盤,Other,None,Colourpop
8440,zott水果優格150g,Other,None,
8452,14001055941eisai日本衛采俏正美chocolabb膠原錠120錠3瓶,Other,None,Eisai 衛采
8504,蒂芬妮亞深層煥白親膚卸妝棉30片,Other,None,
8506,上新優惠價韓國黃金奈米牙刷超細雙層刷毛牙刷軟毛牙刷成人牙刷健康牙刷白人牙刷旅行牙刷細毛牙刷,Other,None,
8574,台灣現貨可自取88v鋰電鼓風機牧田通用菲仕德品牌保固一年吹吸噴三用充電吹風機電動吹葉機除塵器吸塵器,Other,None,Felsted 菲仕德
8586,沒有牛燕麥奶原1000m,Other,None,城邦原創
8587,開發票現貨happybebe超純水濕巾零售區濕紙巾,Other,None,HAPPY BEBE
8628,佶之屋searo水零容超強七酵素環保洗衣膠囊48顆盒2入,Other,None,dalli
8668,庶務客innisfree眉筆自然眉型雙頭旋轉眉筆妝自然眉筆韓國官方現貨,Other,None,innisfree 悅詩風吟
8685,110653779134airmatehp13108r8塔式陶瓷電暖器,Other,None,AC 草影水族
8700,科克蘭三層抽取衛生紙120張x24包x3串,Other,None,KIRKLAND Signature 科克蘭
8714,blackmamba黑嬤嬤卡宴辣椒醬180ml,Other,None,SM ENTERTAINMENT
8724,paraquebyredo百瑞德身體乳液225ml無人之境返樸歸真身體乳,Other,None,Vaseline
8728,鴻運luckystrike香菸7號7毫克,Other,None,
8792,petitfee眼膜60片84g現貨廠商直送,Other,None,PETITFEE
8804,樂司帶勁運動保溫瓶650ml銀白,Other,None,
8822,innisfree花漾綿蜜唇萃4g霧面奶油絲絨唇釉vividcottonink官方旗艦店,Other,None,innisfree 悅詩風吟
8841,貝兒居家寢飾生活館天絲兒童三件組tencel3m吸濕排汗技術鋪棉睡墊涼被童枕兒童睡袋多款任選,Other,None,
8845,酪農戶限定鮮乳萬丹1857ml瓶,Other,None,
8869,bonbonnaturel北歐簡約素色超彈力沙發套三人座190230cm之間適用多款花色可挑選,Other,None,
8879,雲摩爾xs1毫克,Other,None,
8919,t518日本肯特ss風味晶球涼菸5毫克包,Other,None,
8938,診旁的通道等七喜,Other,None,7UP 七喜
8961,代收代付eisai日本衛采chocolabbplus俏正美bb膠原錠120錠,Other,None,Eisai 衛采
9002,現貨娜芙nov防曬隔離霜40gexspf50增量版公司貨,Other,None,NOV 娜芙
9045,日本canmake柔滑極細眼線膠筆15mm亞貿購物趣電子發票,Other,None,CANMAKE
9134,innisfree蘋果籽眼唇卸妝液100ml官方旗艦店悅詩風吟,Other,None,innisfree 悅詩風吟
9252,格琳生活館機車野營專用日本千石迷你型輕便卡式瓦斯爐抹茶綠,Other,None,
9270,concern康生寵i手護時光手部按摩器第二代con656,Other,None,CONCERN 康生健康科技
9281,崙背鮮乳,Other,None,
